date,time,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
2011-02-17,20:00:00,1,0,1,1,19.68,23.485,59,22.0028,139.0
2011-02-17,21:00:00,1,0,1,1,21.32,25.0,55,26.0027,124.0
2011-02-17,22:00:00,1,0,1,1,20.5,24.24,59,19.0012,76.0
2011-02-17,23:00:00,1,0,1,1,18.86,22.725,67,19.9995,44.0
2011-02-18,00:00:00,1,0,1,1,18.04,21.97,72,19.0012,32.0
2011-02-18,01:00:00,1,0,1,1,18.04,21.97,72,15.0013,8.0
2011-02-18,02:00:00,1,0,1,1,18.04,21.97,72,19.0012,7.0
2011-02-18,03:00:00,1,0,1,1,18.86,22.725,67,16.9979,8.0
2011-02-18,04:00:00,1,0,1,1,18.86,22.725,67,16.9979,1.0
2011-02-18,05:00:00,1,0,1,2,18.86,22.725,67,7.0015,7.0
2011-02-18,06:00:00,1,0,1,2,18.04,21.97,72,11.0014,50.0
2011-02-18,07:00:00,1,0,1,2,17.22,21.21,77,15.0013,116.0
2011-02-18,08:00:00,1,0,1,2,17.22,21.21,77,12.998,272.0
2011-02-18,09:00:00,1,0,1,2,17.22,21.21,77,12.998,169.0
2011-02-18,10:00:00,1,0,1,2,18.04,21.97,72,15.0013,95.0
2011-02-18,11:00:00,1,0,1,1,18.04,21.97,72,11.0014,113.0
2011-02-18,12:00:00,1,0,1,1,20.5,24.24,59,12.998,185.0
2011-02-18,13:00:00,1,0,1,1,24.6,31.06,43,12.998,176.0
2011-02-18,14:00:00,1,0,1,1,27.06,31.06,36,19.9995,191.0
2011-02-18,15:00:00,1,0,1,1,27.06,31.06,36,22.0028,172.0
2011-02-18,16:00:00,1,0,1,1,27.06,31.06,36,19.0012,232.0
2011-02-18,17:00:00,1,0,1,1,27.06,31.06,34,23.9994,327.0
2011-02-18,18:00:00,1,0,1,1,26.24,31.06,33,22.0028,224.0
2011-02-18,19:00:00,1,0,1,1,25.42,31.06,29,39.0007,162.0
2011-02-18,20:00:00,1,0,1,1,24.6,31.06,31,12.998,124.0
2011-02-18,21:00:00,1,0,1,1,23.78,27.275,21,32.9975,72.0
2011-02-18,22:00:00,1,0,1,1,22.14,25.76,10,16.9979,107.0
2011-02-18,23:00:00,1,0,1,1,21.32,25.0,8,19.0012,77.0
2011-02-19,00:00:00,1,0,0,1,19.68,23.485,12,32.9975,29.0
2011-02-19,01:00:00,1,0,0,1,18.86,22.725,14,27.9993,31.0
2011-02-19,02:00:00,1,0,0,1,18.04,21.97,13,26.0027,17.0
2011-02-19,03:00:00,1,0,0,1,17.22,21.21,14,19.9995,7.0
2011-02-19,04:00:00,1,0,0,1,16.4,20.455,15,22.0028,3.0
2011-02-19,05:00:00,1,0,0,1,16.4,20.455,15,22.0028,3.0
2011-02-19,06:00:00,1,0,0,1,16.4,20.455,17,27.9993,6.0
2011-02-19,07:00:00,1,0,0,1,15.58,19.695,17,35.0008,22.0
2011-02-19,08:00:00,1,0,0,1,15.58,19.695,17,39.0007,45.0
2011-02-19,09:00:00,1,0,0,1,16.4,20.455,16,43.9989,55.0
2011-02-19,10:00:00,1,0,0,1,17.22,21.21,16,39.0007,106.0
2011-02-19,11:00:00,1,0,0,1,18.04,21.97,16,39.0007,123.0
2011-02-19,12:00:00,1,0,0,1,18.04,21.97,18,32.9975,119.0
2011-02-19,13:00:00,1,0,0,1,18.04,21.97,16,40.9973,155.0
2011-02-19,14:00:00,1,0,0,1,18.86,22.725,15,43.9989,196.0
2011-02-19,15:00:00,1,0,0,1,18.04,21.97,16,50.0021,171.0
2011-02-19,16:00:00,1,0,0,1,18.04,21.97,16,43.0006,120.0
2011-02-19,17:00:00,1,0,0,1,17.22,21.21,19,40.9973,127.0
2011-02-19,18:00:00,1,0,0,1,14.76,15.91,25,30.0026,88.0
2011-02-19,19:00:00,1,0,0,1,13.94,15.15,29,23.9994,59.0
2011-02-19,20:00:00,1,0,0,1,13.12,14.395,28,35.0008,47.0
2011-02-19,21:00:00,1,0,0,1,13.12,13.635,26,36.9974,33.0
2011-02-19,22:00:00,1,0,0,1,12.3,12.88,28,32.9975,44.0
2011-02-19,23:00:00,1,0,0,1,11.48,12.12,33,30.0026,29.0
2011-02-20,00:00:00,1,0,0,1,10.66,10.605,35,30.0026,12.094775
2011-02-20,01:00:00,1,0,0,1,9.84,9.85,41,31.0009,3.3633363
2011-02-20,02:00:00,1,0,0,1,9.84,9.85,41,36.9974,2.7488363
2011-02-20,03:00:00,1,0,0,1,9.02,9.09,44,36.9974,2.254762
2011-02-20,04:00:00,1,0,0,1,9.02,9.09,44,36.9974,3.0788002
2011-02-20,06:00:00,1,0,0,1,8.2,9.09,47,19.9995,32.13833
2011-02-20,07:00:00,1,0,0,1,7.38,8.335,51,16.9979,76.03044
2011-02-20,08:00:00,1,0,0,1,8.2,11.365,51,7.0015,158.80235
2011-02-20,09:00:00,1,0,0,1,9.02,10.605,47,19.0012,92.11589
2011-02-20,10:00:00,1,0,0,2,10.66,12.88,41,12.998,49.05305
2011-02-20,11:00:00,1,0,0,2,12.3,15.15,33,11.0014,48.446785
2011-02-20,12:00:00,1,0,0,1,12.3,15.91,33,7.0015,63.791237
2011-02-20,13:00:00,1,0,0,1,13.94,16.665,29,0.0,64.50928
2011-02-20,14:00:00,1,0,0,1,14.76,17.425,27,11.0014,57.731464
2011-02-20,15:00:00,1,0,0,1,14.76,18.18,27,6.0032,61.991806
2011-02-20,16:00:00,1,0,0,1,14.76,18.18,29,6.0032,67.40628
2011-02-20,17:00:00,1,0,0,1,13.94,17.425,33,11.0014,119.60001
2011-02-20,18:00:00,1,0,0,2,13.94,16.665,36,8.9981,143.1235
2011-02-20,19:00:00,1,0,0,2,13.94,16.665,36,8.9981,98.565346
2011-02-20,20:00:00,1,0,0,2,13.94,18.18,42,0.0,72.71944
2011-02-20,21:00:00,1,0,0,2,13.12,17.425,53,0.0,49.664463
2011-02-20,22:00:00,1,0,0,2,13.12,15.15,57,15.0013,34.575493
2011-02-20,23:00:00,1,0,0,2,12.3,15.15,61,11.0014,15.307246
2011-02-21,00:00:00,1,1,0,2,13.94,15.15,42,22.0028,10.901416
2011-02-21,01:00:00,1,1,0,2,13.94,15.15,42,22.0028,3.1806333
2011-02-21,02:00:00,1,1,0,2,13.94,15.15,42,22.0028,2.659552
2011-02-21,03:00:00,1,1,0,2,13.94,15.15,42,19.9995,2.2480524
2011-02-21,04:00:00,1,1,0,1,13.12,15.91,45,11.0014,3.0788002
2011-02-21,05:00:00,1,1,0,2,13.94,18.18,36,0.0,7.0003633
2011-02-21,06:00:00,1,1,0,2,17.22,21.21,26,19.9995,34.932068
2011-02-21,07:00:00,1,1,0,2,17.22,21.21,26,19.0012,92.21521
2011-02-21,08:00:00,1,1,0,2,13.12,15.15,57,19.9995,194.05142
2011-02-21,09:00:00,1,1,0,2,13.12,15.15,57,19.0012,110.85614
2011-02-21,10:00:00,1,1,0,2,13.12,15.15,57,16.9979,49.05305
2011-02-21,11:00:00,1,1,0,2,13.12,16.665,57,7.0015,48.446785
2011-02-21,12:00:00,1,1,0,2,13.12,15.91,66,12.998,65.86962
2011-02-21,13:00:00,1,1,0,3,12.3,13.635,81,22.0028,65.47621
2011-02-21,14:00:00,1,1,0,2,13.12,15.15,76,16.9979,57.331192
2011-02-21,15:00:00,1,1,0,2,12.3,13.635,70,30.0026,60.81667
2011-02-21,16:00:00,1,1,0,3,11.48,12.12,75,27.9993,81.20389
2011-02-21,17:00:00,1,1,0,2,11.48,12.88,75,26.0027,143.08392
2011-02-21,18:00:00,1,1,0,2,9.84,10.605,87,23.9994,143.1235
2011-02-21,19:00:00,1,1,0,2,9.84,10.605,87,23.9994,98.565346
2011-02-21,20:00:00,1,1,0,3,9.84,10.605,81,26.0027,72.71944
2011-02-21,21:00:00,1,1,0,3,9.02,9.85,75,30.0026,49.664463
2011-02-21,22:00:00,1,1,0,3,8.2,8.335,75,27.9993,34.575493
2011-02-21,23:00:00,1,1,0,3,8.2,8.335,75,27.9993,15.307246
2011-02-22,06:00:00,1,0,1,2,4.92,6.06,80,19.0012,34.047577
2011-02-22,07:00:00,1,0,1,2,4.92,6.06,80,19.0012,90.45119
2011-02-22,08:00:00,1,0,1,2,4.92,6.06,80,16.9979,193.85895
2011-02-22,09:00:00,1,0,1,2,5.74,6.06,74,16.9979,107.31622
2011-02-22,10:00:00,1,0,1,1,6.56,9.09,69,0.0,48.47768
2011-02-22,11:00:00,1,0,1,1,6.56,11.365,64,0.0,48.262627
2011-02-22,12:00:00,1,0,1,1,8.2,11.365,59,7.0015,62.553585
2011-02-22,13:00:00,1,0,1,1,9.02,11.365,55,11.0014,63.812653
2011-02-22,14:00:00,1,0,1,1,9.02,11.365,55,12.998,56.665993
2011-02-22,15:00:00,1,0,1,1,9.84,11.365,48,12.998,64.499435
2011-02-22,16:00:00,1,0,1,1,9.02,11.365,51,11.0014,66.161995
2011-02-22,17:00:00,1,0,1,1,9.02,10.605,51,15.0013,118.01099
2011-02-22,18:00:00,1,0,1,1,9.02,11.365,47,8.9981,119.32892
2011-02-22,19:00:00,1,0,1,1,8.2,9.09,47,19.0012,76.01177
2011-02-22,20:00:00,1,0,1,1,8.2,9.85,47,15.0013,67.15636
2011-02-22,21:00:00,1,0,1,1,8.2,9.85,47,16.9979,34.681984
2011-02-22,22:00:00,1,0,1,1,6.56,7.575,43,16.9979,37.457924
2011-02-22,23:00:00,1,0,1,1,6.56,7.575,43,16.9979,16.801167
2011-02-23,00:00:00,1,0,1,1,5.74,6.82,50,12.998,11.871507
2011-02-23,01:00:00,1,0,1,1,5.74,7.575,46,11.0014,3.4626677
2011-02-23,02:00:00,1,0,1,1,4.92,7.575,50,8.9981,2.3536205
2011-02-23,03:00:00,1,0,1,1,4.92,6.82,50,11.0014,2.1214972
2011-02-23,05:00:00,1,0,1,1,4.92,7.575,50,7.0015,6.4692206
2011-02-23,06:00:00,1,0,1,1,4.92,7.575,50,7.0015,31.53193
2011-02-23,07:00:00,1,0,1,1,4.92,7.575,54,8.9981,75.06967
2011-02-23,08:00:00,1,0,1,1,5.74,7.575,54,11.0014,158.64485
2011-02-23,09:00:00,1,0,1,1,7.38,10.605,51,6.0032,89.76466
2011-02-23,10:00:00,1,0,1,1,8.2,12.88,40,0.0,48.47768
2011-02-23,11:00:00,1,0,1,1,9.84,12.88,41,7.0015,48.262627
2011-02-23,12:00:00,1,0,1,1,10.66,14.395,35,6.0032,62.553585
2011-02-23,13:00:00,1,0,1,1,12.3,15.91,28,6.0032,63.812653
2011-02-23,14:00:00,1,0,1,1,13.12,16.665,29,7.0015,56.665993
2011-02-23,15:00:00,1,0,1,1,13.94,17.425,25,6.0032,64.499435
2011-02-23,16:00:00,1,0,1,1,13.94,18.18,25,0.0,66.161995
2011-02-23,17:00:00,1,0,1,1,13.94,17.425,25,6.0032,118.01099
2011-02-23,18:00:00,1,0,1,1,13.12,16.665,26,6.0032,119.32892
2011-02-23,19:00:00,1,0,1,1,12.3,16.665,33,0.0,76.01177
2011-02-23,20:00:00,1,0,1,1,9.84,12.12,60,11.0014,67.15636
2011-02-23,21:00:00,1,0,1,1,9.84,14.395,48,0.0,34.681984
2011-02-23,22:00:00,1,0,1,1,9.84,14.395,48,0.0,37.457924
2011-02-23,23:00:00,1,0,1,1,9.02,12.88,55,6.0032,16.801167
2011-02-24,00:00:00,1,0,1,1,9.02,12.88,55,6.0032,11.871507
2011-02-24,01:00:00,1,0,1,1,9.02,12.88,60,6.0032,3.4626677
2011-02-24,02:00:00,1,0,1,1,8.2,11.365,64,6.0032,2.3536205
2011-02-24,03:00:00,1,0,1,1,8.2,10.605,64,8.9981,2.1214972
2011-02-24,05:00:00,1,0,1,1,8.2,10.605,69,8.9981,6.4692206
2011-02-24,06:00:00,1,0,1,1,8.2,9.85,69,12.998,31.53193
2011-02-24,07:00:00,1,0,1,1,8.2,9.85,72,12.998,75.06967
2011-02-24,08:00:00,1,0,1,1,9.84,11.365,70,15.0013,158.64485
2011-02-24,09:00:00,1,0,1,2,9.84,10.605,75,19.9995,107.31622
2011-02-24,10:00:00,1,0,1,2,10.66,12.12,70,19.0012,47.584637
2011-02-24,11:00:00,1,0,1,2,13.12,14.395,57,26.0027,47.239735
2011-02-24,12:00:00,1,0,1,2,14.76,16.665,53,23.9994,64.16694
2011-02-24,13:00:00,1,0,1,2,15.58,19.695,54,19.9995,64.34323
2011-02-24,14:00:00,1,0,1,2,16.4,20.455,50,19.9995,55.90349
2011-02-24,15:00:00,1,0,1,3,16.4,20.455,54,26.0027,67.34733
2011-02-24,16:00:00,1,0,1,3,15.58,19.695,62,19.0012,79.180786
2011-02-24,17:00:00,1,0,1,3,14.76,17.425,66,12.998,140.89081
2011-02-24,18:00:00,1,0,1,2,13.94,15.15,87,22.0028,142.62067
2011-02-24,19:00:00,1,0,1,3,13.94,15.15,93,19.9995,97.41215
2011-02-24,20:00:00,1,0,1,2,13.94,15.15,93,23.9994,70.459984
2011-02-24,21:00:00,1,0,1,2,13.94,15.15,87,22.0028,48.427097
2011-02-24,22:00:00,1,0,1,3,13.94,15.91,87,19.0012,33.82474
2011-02-24,23:00:00,1,0,1,2,13.12,15.15,93,15.0013,15.049187
2011-02-25,00:00:00,1,0,1,3,13.12,17.425,93,0.0,10.6298065
2011-02-25,01:00:00,1,0,1,2,13.12,17.425,100,0.0,3.3013577
2011-02-25,02:00:00,1,0,1,2,13.12,17.425,100,0.0,2.2621965
2011-02-25,03:00:00,1,0,1,2,13.12,16.665,93,7.0015,2.101274
2011-02-25,05:00:00,1,0,1,2,13.12,16.665,93,7.0015,6.777292
2011-02-25,06:00:00,1,0,1,3,13.94,17.425,93,6.0032,34.047577
2011-02-25,07:00:00,1,0,1,3,13.94,16.665,100,8.9981,90.45119
2011-02-25,08:00:00,1,0,1,3,14.76,17.425,93,8.9981,193.85895
2011-02-25,09:00:00,1,0,1,3,13.94,15.15,93,23.9994,107.31622
2011-02-25,10:00:00,1,0,1,3,17.22,21.21,94,22.0028,47.584637
2011-02-25,11:00:00,1,0,1,1,21.32,25.0,77,30.0026,48.262627
2011-02-25,12:00:00,1,0,1,3,22.14,25.76,60,31.0009,64.16694
2011-02-25,13:00:00,1,0,1,3,22.14,25.76,60,31.0009,64.34323
2011-02-25,14:00:00,1,0,1,3,22.96,26.515,56,40.9973,55.90349
2011-02-25,15:00:00,1,0,1,1,18.86,22.725,41,54.002,64.499435
2011-02-25,16:00:00,1,0,1,1,13.12,14.395,49,31.0009,66.161995
2011-02-25,17:00:00,1,0,1,1,13.12,13.635,49,50.0021,118.01099
2011-02-25,18:00:00,1,0,1,1,13.12,14.395,49,32.9975,119.32892
2011-02-25,19:00:00,1,0,1,1,12.3,13.635,52,30.0026,76.01177
2011-02-25,20:00:00,1,0,1,1,12.3,12.88,49,40.9973,67.15636
2011-02-25,21:00:00,1,0,1,1,11.48,12.88,48,26.0027,34.681984
2011-02-25,22:00:00,1,0,1,1,10.66,10.605,48,30.0026,37.457924
2011-02-25,23:00:00,1,0,1,1,10.66,11.365,48,22.0028,16.801167
2011-02-26,00:00:00,1,0,0,1,9.84,11.365,52,12.998,12.094775
2011-02-26,01:00:00,1,0,0,1,9.84,10.605,52,19.9995,3.3633363
2011-02-26,02:00:00,1,0,0,1,9.02,9.85,60,23.9994,2.7488363
2011-02-26,03:00:00,1,0,0,1,9.02,11.365,55,8.9981,2.254762
2011-02-26,04:00:00,1,0,0,2,9.02,12.88,60,6.0032,3.1141498
2011-02-26,05:00:00,1,0,0,2,9.02,12.12,64,7.0015,7.0003633
2011-02-26,06:00:00,1,0,0,1,9.02,13.635,60,0.0,32.13833
2011-02-26,07:00:00,1,0,0,1,9.02,12.88,60,6.0032,76.03044
2011-02-26,08:00:00,1,0,0,2,9.84,14.395,60,0.0,194.05142
2011-02-26,09:00:00,1,0,0,2,10.66,12.88,56,11.0014,110.85614
2011-02-26,10:00:00,1,0,0,2,12.3,15.15,49,8.9981,49.05305
2011-02-26,11:00:00,1,0,0,1,12.3,16.665,45,0.0,49.170307
2011-02-26,12:00:00,1,0,0,2,13.12,15.91,45,11.0014,65.86962
2011-02-26,13:00:00,1,0,0,2,13.94,15.91,42,16.9979,65.47621
2011-02-26,14:00:00,1,0,0,2,13.94,15.15,36,22.0028,57.331192
2011-02-26,15:00:00,1,0,0,2,14.76,16.665,40,19.0012,60.81667
2011-02-26,16:00:00,1,0,0,1,14.76,16.665,46,19.0012,67.40628
2011-02-26,17:00:00,1,0,0,1,14.76,17.425,43,15.0013,119.60001
2011-02-26,18:00:00,1,0,0,1,13.94,16.665,46,12.998,118.96219
2011-02-26,19:00:00,1,0,0,1,13.12,15.15,49,16.9979,76.40584
2011-02-26,20:00:00,1,0,0,1,12.3,15.15,56,11.0014,68.8541
2011-02-26,21:00:00,1,0,0,1,11.48,13.635,65,16.9979,35.334248
2011-02-26,22:00:00,1,0,0,1,11.48,13.635,75,15.0013,38.037506
2011-02-26,23:00:00,1,0,0,1,11.48,12.88,75,19.0012,16.976885
2011-02-27,00:00:00,1,0,0,1,10.66,12.12,87,19.0012,12.094775
2011-02-27,01:00:00,1,0,0,1,10.66,12.88,87,12.998,3.3633363
2011-02-27,02:00:00,1,0,0,1,10.66,13.635,87,8.9981,2.7488363
2011-02-27,03:00:00,1,0,0,1,10.66,14.395,87,6.0032,2.254762
2011-02-27,04:00:00,1,0,0,1,9.84,12.12,87,8.9981,3.0788002
2011-02-27,06:00:00,1,0,0,1,9.84,14.395,87,0.0,32.13833
2011-02-27,07:00:00,1,0,0,1,9.84,12.12,87,8.9981,76.03044
2011-02-27,08:00:00,1,0,0,1,10.66,15.15,87,0.0,158.80235
2011-02-27,09:00:00,1,0,0,1,11.48,15.15,87,6.0032,92.11589
2011-02-27,10:00:00,1,0,0,1,12.3,15.15,81,11.0014,49.645023
2011-02-27,11:00:00,1,0,0,1,14.76,17.425,62,8.9981,49.170307
2011-02-27,12:00:00,1,0,0,1,16.4,20.455,54,6.0032,63.791237
2011-02-27,13:00:00,1,0,0,1,17.22,21.21,47,0.0,64.50928
2011-02-27,14:00:00,1,0,0,1,18.04,21.97,47,6.0032,57.731464
2011-02-27,15:00:00,1,0,0,1,18.86,22.725,44,8.9981,61.991806
2011-02-27,16:00:00,1,0,0,1,19.68,23.485,44,11.0014,67.40628
2011-02-27,17:00:00,1,0,0,1,17.22,21.21,54,12.998,119.60001
2011-02-27,18:00:00,1,0,0,1,16.4,20.455,54,12.998,118.96219
2011-02-27,19:00:00,1,0,0,1,16.4,20.455,54,8.9981,76.40584
2011-02-27,20:00:00,1,0,0,1,16.4,20.455,54,6.0032,68.8541
2011-02-27,21:00:00,1,0,0,1,15.58,19.695,62,11.0014,35.334248
2011-02-27,22:00:00,1,0,0,2,15.58,19.695,62,7.0015,34.575493
2011-02-27,23:00:00,1,0,0,2,14.76,17.425,62,11.0014,15.307246
2011-02-28,00:00:00,1,0,1,2,14.76,18.18,66,7.0015,10.6298065
2011-02-28,01:00:00,1,0,1,3,13.94,15.15,87,23.9994,3.3013577
2011-02-28,03:00:00,1,0,1,3,13.12,15.91,93,11.0014,2.101274
2011-02-28,05:00:00,1,0,1,2,13.94,18.18,93,0.0,6.777292
2011-02-28,06:00:00,1,0,1,2,13.94,17.425,96,7.0015,34.047577
2011-02-28,07:00:00,1,0,1,2,14.76,18.18,93,7.0015,90.45119
2011-02-28,08:00:00,1,0,1,2,13.94,15.15,93,19.9995,193.85895
2011-02-28,09:00:00,1,0,1,1,17.22,21.21,82,19.0012,89.76466
2011-02-28,10:00:00,1,0,1,2,21.32,25.0,72,32.9975,47.584637
2011-02-28,11:00:00,1,0,1,2,22.96,26.515,64,19.9995,47.239735
2011-02-28,12:00:00,1,0,1,2,22.96,26.515,64,19.9995,64.16694
2011-02-28,13:00:00,1,0,1,3,18.86,22.725,94,15.0013,64.34323
2011-02-28,14:00:00,1,0,1,3,17.22,21.21,100,19.9995,55.90349
2011-02-28,15:00:00,1,0,1,3,17.22,21.21,100,19.9995,67.34733
2011-02-28,16:00:00,1,0,1,3,17.22,21.21,100,8.9981,79.180786
2011-02-28,17:00:00,1,0,1,3,16.4,20.455,100,19.9995,140.89081
2011-02-28,18:00:00,1,0,1,3,18.86,22.725,94,12.998,142.62067
2011-02-28,19:00:00,1,0,1,3,18.04,21.97,88,40.9973,97.41215
2011-02-28,20:00:00,1,0,1,3,18.04,21.97,88,40.9973,70.459984
2011-02-28,21:00:00,1,0,1,2,15.58,19.695,87,26.0027,48.427097
2011-02-28,22:00:00,1,0,1,3,13.94,15.15,93,27.9993,33.82474
2011-02-28,23:00:00,1,0,1,2,13.12,14.395,81,26.0027,15.049187
2011-03-01,00:00:00,1,0,1,1,12.3,13.635,70,31.0009,7.0
2011-03-01,01:00:00,1,0,1,1,10.66,11.365,70,23.9994,3.0
2011-03-01,02:00:00,1,0,1,1,9.84,10.605,65,26.0027,4.0
2011-03-01,03:00:00,1,0,1,1,9.02,10.605,69,19.0012,2.0
2011-03-01,04:00:00,1,0,1,1,9.02,10.605,69,16.9979,1.0
2011-03-01,05:00:00,1,0,1,1,8.2,9.09,64,19.0012,2.0
2011-03-01,06:00:00,1,0,1,1,8.2,9.09,59,19.9995,46.0
2011-03-01,07:00:00,1,0,1,1,8.2,9.09,59,22.0028,107.0
2011-03-01,08:00:00,1,0,1,1,8.2,9.09,59,26.0027,214.0
2011-03-01,09:00:00,1,0,1,1,9.02,9.85,55,27.9993,124.0
2011-03-01,10:00:00,1,0,1,1,9.84,10.605,52,19.0012,68.0
2011-03-01,11:00:00,1,0,1,1,11.48,13.635,45,16.9979,56.0
2011-03-01,12:00:00,1,0,1,1,12.3,15.15,39,8.9981,86.0
2011-03-01,13:00:00,1,0,1,1,13.12,17.425,39,0.0,78.0
2011-03-01,14:00:00,1,0,1,1,13.12,16.665,36,8.9981,79.0
2011-03-01,15:00:00,1,0,1,1,13.94,18.18,34,0.0,64.0
2011-03-01,16:00:00,1,0,1,1,13.94,17.425,34,6.0032,102.0
2011-03-01,17:00:00,1,0,1,1,13.94,17.425,34,6.0032,242.0
2011-03-01,18:00:00,1,0,1,1,13.12,15.91,39,12.998,224.0
2011-03-01,19:00:00,1,0,1,1,12.3,15.15,49,8.9981,119.0
2011-03-01,20:00:00,1,0,1,1,12.3,15.91,61,6.0032,88.0
2011-03-01,21:00:00,1,0,1,1,10.66,15.15,56,0.0,63.0
2011-03-01,22:00:00,1,0,1,1,9.84,13.635,62,7.0015,47.0
2011-03-01,23:00:00,1,0,1,1,9.84,11.365,65,15.0013,25.0
2011-03-02,00:00:00,1,0,1,1,9.02,11.365,69,11.0014,8.0
2011-03-02,01:00:00,1,0,1,1,9.02,11.365,69,12.998,4.0
2011-03-02,02:00:00,1,0,1,1,9.02,11.365,69,12.998,2.0
2011-03-02,03:00:00,1,0,1,1,9.02,10.605,69,19.0012,4.0
2011-03-02,04:00:00,1,0,1,1,8.2,10.605,75,8.9981,1.0
2011-03-02,05:00:00,1,0,1,1,9.02,10.605,69,15.0013,5.0
2011-03-02,06:00:00,1,0,1,1,9.02,10.605,55,16.9979,40.0
2011-03-02,07:00:00,1,0,1,1,9.02,10.605,64,16.9979,110.0
2011-03-02,08:00:00,1,0,1,1,9.84,10.605,65,19.0012,256.0
2011-03-02,09:00:00,1,0,1,1,11.48,12.88,56,19.9995,148.0
2011-03-02,10:00:00,1,0,1,1,13.12,15.15,49,19.0012,76.0
2011-03-02,11:00:00,1,0,1,1,13.94,15.15,53,22.0028,73.0
2011-03-02,12:00:00,1,0,1,1,16.4,20.455,43,12.998,82.0
2011-03-02,13:00:00,1,0,1,1,20.5,24.24,25,0.0,125.0
2011-03-02,14:00:00,1,0,1,1,21.32,25.0,23,19.9995,96.0
2011-03-02,15:00:00,1,0,1,1,22.14,25.76,19,27.9993,110.0
2011-03-02,16:00:00,1,0,1,1,22.14,25.76,19,22.0028,139.0
2011-03-02,17:00:00,1,0,1,1,20.5,24.24,23,19.0012,268.0
2011-03-02,18:00:00,1,0,1,1,18.86,22.725,23,32.9975,201.0
2011-03-02,19:00:00,1,0,1,1,16.4,20.455,28,35.0008,150.0
2011-03-02,20:00:00,1,0,1,1,14.76,16.665,29,27.9993,95.0
2011-03-02,21:00:00,1,0,1,1,13.94,14.395,29,31.0009,71.0
2011-03-02,22:00:00,1,0,1,1,12.3,12.88,26,36.9974,48.0
2011-03-02,23:00:00,1,0,1,1,10.66,10.605,30,35.0008,22.0
2011-03-03,00:00:00,1,0,1,1,9.84,9.85,30,31.0009,13.0
2011-03-03,01:00:00,1,0,1,1,9.84,9.85,30,31.0009,1.0
2011-03-03,02:00:00,1,0,1,1,8.2,8.335,27,31.0009,3.0
2011-03-03,03:00:00,1,0,1,1,8.2,8.335,27,31.0009,1.0
2011-03-03,04:00:00,1,0,1,1,6.56,6.06,31,32.9975,1.0
2011-03-03,05:00:00,1,0,1,1,5.74,6.06,33,19.9995,8.0
2011-03-03,06:00:00,1,0,1,1,5.74,6.06,33,19.9995,35.0
2011-03-03,07:00:00,1,0,1,1,4.92,4.545,42,27.9993,111.0
2011-03-03,08:00:00,1,0,1,1,5.74,6.06,39,19.9995,220.0
2011-03-03,09:00:00,1,0,1,1,6.56,6.82,37,19.0012,145.0
2011-03-03,10:00:00,1,0,1,1,7.38,9.09,29,12.998,56.0
2011-03-03,11:00:00,1,0,1,1,8.2,11.365,29,6.0032,50.0
2011-03-03,12:00:00,1,0,1,1,9.02,11.365,25,8.9981,72.0
2011-03-03,13:00:00,1,0,1,1,9.02,12.88,25,6.0032,80.0
2011-03-03,14:00:00,1,0,1,1,9.84,12.88,21,7.0015,78.0
2011-03-03,15:00:00,1,0,1,1,9.84,14.395,23,0.0,68.0
2011-03-03,16:00:00,1,0,1,1,10.66,15.15,23,0.0,71.0
2011-03-03,17:00:00,1,0,1,1,10.66,15.15,22,0.0,202.0
2011-03-03,18:00:00,1,0,1,1,9.84,10.605,35,22.0028,167.0
2011-03-03,19:00:00,1,0,1,1,8.2,9.85,40,16.9979,106.0
2011-03-03,20:00:00,1,0,1,1,8.2,11.365,40,6.0032,70.0
2011-03-03,21:00:00,1,0,1,1,7.38,10.605,40,7.0015,51.0
2011-03-03,22:00:00,1,0,1,1,8.2,12.88,40,0.0,53.0
2011-03-03,23:00:00,1,0,1,2,7.38,10.605,43,6.0032,23.0
2011-03-04,00:00:00,1,0,1,2,8.2,9.85,55,12.998,12.0
2011-03-04,01:00:00,1,0,1,2,7.38,9.09,64,12.998,4.0
2011-03-04,02:00:00,1,0,1,2,7.38,9.09,64,12.998,2.0
2011-03-04,03:00:00,1,0,1,2,7.38,8.335,74,16.9979,1.0
2011-03-04,04:00:00,1,0,1,2,7.38,9.09,74,12.998,1.0
2011-03-04,05:00:00,1,0,1,2,6.56,9.09,74,8.9981,7.0
2011-03-04,06:00:00,1,0,1,2,6.56,9.85,74,6.0032,29.0
2011-03-04,07:00:00,1,0,1,1,6.56,9.09,80,8.9981,83.0
2011-03-04,08:00:00,1,0,1,1,7.38,9.85,74,8.9981,228.0
2011-03-04,09:00:00,1,0,1,1,9.02,11.365,60,8.9981,150.0
2011-03-04,10:00:00,1,0,1,1,9.84,11.365,60,16.9979,66.0
2011-03-04,11:00:00,1,0,1,1,11.48,13.635,52,15.0013,89.0
2011-03-04,12:00:00,1,0,1,1,13.12,15.15,43,11.0014,97.0
2011-03-04,13:00:00,1,0,1,1,13.94,15.91,42,15.0013,87.0
2011-03-04,14:00:00,1,0,1,1,14.76,16.665,40,19.0012,95.0
2011-03-04,15:00:00,1,0,1,1,14.76,16.665,40,19.9995,106.0
2011-03-04,16:00:00,1,0,1,1,14.76,17.425,46,12.998,118.0
