datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
2011-11-12 20:00:00,4,0,0,1,17.22,21.21,50,19.0012,132.0
2011-11-12 21:00:00,4,0,0,1,17.22,21.21,47,19.0012,122.0
2011-11-12 22:00:00,4,0,0,1,17.22,21.21,47,16.9979,118.0
2011-11-12 23:00:00,4,0,0,1,16.4,20.455,58,11.0014,101.0
2011-11-13 00:00:00,4,0,0,2,16.4,20.455,58,12.998,73.0
2011-11-13 01:00:00,4,0,0,2,14.76,17.425,66,12.998,71.0
2011-11-13 02:00:00,4,0,0,1,14.76,18.18,57,7.0015,57.0
2011-11-13 03:00:00,4,0,0,2,14.76,17.425,62,8.9981,28.0
2011-11-13 04:00:00,4,0,0,2,14.76,17.425,62,8.9981,6.0
2011-11-13 05:00:00,4,0,0,1,13.94,16.665,61,11.0014,5.0
2011-11-13 06:00:00,4,0,0,1,13.94,16.665,66,8.9981,23.0
2011-11-13 07:00:00,4,0,0,1,13.94,15.91,66,15.0013,43.0
2011-11-13 08:00:00,4,0,0,1,13.94,17.425,66,6.0032,79.0
2011-11-13 09:00:00,4,0,0,1,16.4,20.455,54,19.0012,135.0
2011-11-13 10:00:00,4,0,0,1,18.04,21.97,44,22.0028,241.0
2011-11-13 11:00:00,4,0,0,1,18.86,22.725,40,27.9993,295.0
2011-11-13 12:00:00,4,0,0,2,21.32,25.0,29,27.9993,354.0
2011-11-13 13:00:00,4,0,0,2,21.32,25.0,29,27.9993,339.0
2011-11-13 14:00:00,4,0,0,2,22.14,25.76,28,32.9975,371.0
2011-11-13 15:00:00,4,0,0,2,20.5,24.24,42,22.0028,310.0
2011-11-13 16:00:00,4,0,0,2,22.14,25.76,28,26.0027,319.0
2011-11-13 17:00:00,4,0,0,1,21.32,25.0,27,22.0028,231.0
2011-11-13 18:00:00,4,0,0,1,21.32,25.0,27,22.0028,190.0
2011-11-13 19:00:00,4,0,0,1,20.5,24.24,29,23.9994,157.0
2011-11-13 20:00:00,4,0,0,1,20.5,24.24,31,23.9994,139.0
2011-11-13 21:00:00,4,0,0,1,19.68,23.485,36,16.9979,95.0
2011-11-13 22:00:00,4,0,0,1,19.68,23.485,41,26.0027,89.0
2011-11-13 23:00:00,4,0,0,1,18.86,22.725,51,19.9995,67.0
2011-11-14 00:00:00,4,0,1,1,18.86,22.725,59,19.0012,30.0
2011-11-14 01:00:00,4,0,1,1,18.86,22.725,63,19.9995,11.0
2011-11-14 02:00:00,4,0,1,1,18.86,22.725,63,23.9994,17.0
2011-11-14 03:00:00,4,0,1,1,18.04,21.97,67,19.0012,7.0
2011-11-14 04:00:00,4,0,1,1,18.04,21.97,67,15.0013,5.0
2011-11-14 05:00:00,4,0,1,2,18.04,21.97,67,16.9979,19.0
2011-11-14 06:00:00,4,0,1,2,18.04,21.97,72,15.0013,114.0
2011-11-14 07:00:00,4,0,1,1,18.04,21.97,72,16.9979,322.0
2011-11-14 08:00:00,4,0,1,2,18.86,22.725,67,12.998,452.0
2011-11-14 09:00:00,4,0,1,2,19.68,23.485,67,22.0028,233.0
2011-11-14 10:00:00,4,0,1,2,20.5,24.24,63,19.0012,111.0
2011-11-14 11:00:00,4,0,1,2,22.14,25.76,60,19.0012,128.0
2011-11-14 12:00:00,4,0,1,1,22.96,26.515,56,19.9995,202.0
2011-11-14 13:00:00,4,0,1,1,24.6,31.06,49,26.0027,203.0
2011-11-14 14:00:00,4,0,1,1,25.42,31.06,46,30.0026,185.0
2011-11-14 15:00:00,4,0,1,1,26.24,31.06,44,22.0028,195.0
2011-11-14 16:00:00,4,0,1,1,25.42,31.06,46,27.9993,315.0
2011-11-14 17:00:00,4,0,1,1,25.42,31.06,46,16.9979,519.0
2011-11-14 18:00:00,4,0,1,1,22.96,26.515,56,19.0012,489.0
2011-11-14 19:00:00,4,0,1,1,24.6,31.06,53,19.9995,302.0
2011-11-14 20:00:00,4,0,1,1,24.6,31.06,53,23.9994,240.0
2011-11-14 21:00:00,4,0,1,1,24.6,31.06,53,23.9994,213.0
2011-11-14 22:00:00,4,0,1,1,23.78,27.275,56,23.9994,113.0
2011-11-14 23:00:00,4,0,1,1,22.96,26.515,64,19.9995,61.0
2011-11-15 00:00:00,4,0,1,1,22.96,26.515,64,23.9994,22.0
2011-11-15 01:00:00,4,0,1,1,22.96,26.515,60,19.9995,10.0
2011-11-15 02:00:00,4,0,1,1,22.96,26.515,64,16.9979,15.0
2011-11-15 03:00:00,4,0,1,2,22.14,25.76,68,22.0028,4.0
2011-11-15 04:00:00,4,0,1,1,22.96,26.515,64,19.9995,7.0
2011-11-15 05:00:00,4,0,1,1,22.14,25.76,68,19.0012,28.0
2011-11-15 06:00:00,4,0,1,2,22.96,26.515,64,6.0032,108.0
2011-11-15 07:00:00,4,0,1,2,22.14,25.76,68,11.0014,319.0
2011-11-15 08:00:00,4,0,1,2,22.14,25.76,68,7.0015,480.0
2011-11-15 09:00:00,4,0,1,2,22.96,26.515,64,6.0032,200.0
2011-11-15 10:00:00,4,0,1,2,22.96,26.515,64,19.0012,138.0
2011-11-15 11:00:00,4,0,1,2,22.96,26.515,64,12.998,134.0
2011-11-15 12:00:00,4,0,1,2,22.14,25.76,68,0.0,176.0
2011-11-15 13:00:00,4,0,1,3,22.14,25.76,60,15.0013,153.0
2011-11-15 14:00:00,4,0,1,2,22.14,25.76,60,19.0012,147.0
2011-11-15 15:00:00,4,0,1,2,22.14,25.76,60,8.9981,191.0
2011-11-15 16:00:00,4,0,1,2,21.32,25.0,68,8.9981,271.0
2011-11-15 17:00:00,4,0,1,2,20.5,24.24,72,12.998,451.0
2011-11-15 18:00:00,4,0,1,2,20.5,24.24,72,19.0012,441.0
2011-11-15 19:00:00,4,0,1,2,20.5,24.24,72,23.9994,286.0
2011-11-15 20:00:00,4,0,1,2,19.68,23.485,82,8.9981,238.0
2011-11-15 21:00:00,4,0,1,2,20.5,24.24,77,6.0032,168.0
2011-11-15 22:00:00,4,0,1,2,18.86,22.725,88,7.0015,128.0
2011-11-15 23:00:00,4,0,1,2,18.86,22.725,94,7.0015,80.0
2011-11-16 00:00:00,4,0,1,2,18.86,22.725,94,0.0,31.0
2011-11-16 01:00:00,4,0,1,3,18.86,22.725,94,6.0032,5.0
2011-11-16 02:00:00,4,0,1,2,18.86,22.725,94,7.0015,10.0
2011-11-16 03:00:00,4,0,1,2,18.86,22.725,94,7.0015,5.0
2011-11-16 04:00:00,4,0,1,2,18.04,21.97,100,15.0013,4.0
2011-11-16 05:00:00,4,0,1,3,18.86,22.725,94,7.0015,13.0
2011-11-16 06:00:00,4,0,1,2,18.86,22.725,94,6.0032,56.0
2011-11-16 07:00:00,4,0,1,3,18.86,22.725,94,0.0,137.0
2011-11-16 08:00:00,4,0,1,3,18.86,22.725,94,0.0,232.0
2011-11-16 09:00:00,4,0,1,3,18.86,22.725,94,0.0,82.0
2011-11-16 10:00:00,4,0,1,3,18.86,22.725,94,0.0,36.0
2011-11-16 11:00:00,4,0,1,3,18.86,22.725,94,6.0032,60.0
2011-11-16 12:00:00,4,0,1,3,18.86,22.725,100,0.0,54.0
2011-11-16 13:00:00,4,0,1,3,18.86,22.725,94,8.9981,58.0
2011-11-16 14:00:00,4,0,1,2,18.86,22.725,100,8.9981,61.0
2011-11-16 15:00:00,4,0,1,3,19.68,23.485,94,7.0015,66.0
2011-11-16 16:00:00,4,0,1,3,19.68,23.485,94,7.0015,123.0
2011-11-16 17:00:00,4,0,1,2,19.68,23.485,88,12.998,233.0
2011-11-16 18:00:00,4,0,1,3,18.86,22.725,88,26.0027,189.0
2011-11-16 19:00:00,4,0,1,3,18.86,22.725,88,26.0027,111.0
2011-11-16 20:00:00,4,0,1,3,18.04,21.97,88,26.0027,99.0
2011-11-16 21:00:00,4,0,1,3,18.04,21.97,88,19.0012,75.0
2011-11-16 22:00:00,4,0,1,3,17.22,21.21,88,15.0013,46.0
2011-11-16 23:00:00,4,0,1,3,17.22,21.21,88,8.9981,31.0
2011-11-17 00:00:00,4,0,1,2,17.22,21.21,88,16.9979,24.0
2011-11-17 01:00:00,4,0,1,2,17.22,21.21,82,11.0014,5.0
2011-11-17 02:00:00,4,0,1,2,17.22,21.21,82,15.0013,5.0
2011-11-17 03:00:00,4,0,1,2,17.22,21.21,77,22.0028,3.0
2011-11-17 04:00:00,4,0,1,2,16.4,20.455,62,27.9993,4.0
2011-11-17 05:00:00,4,0,1,3,13.94,15.15,71,22.0028,22.0
2011-11-17 06:00:00,4,0,1,3,14.76,17.425,57,15.0013,75.0
2011-11-17 07:00:00,4,0,1,3,13.94,15.91,61,19.0012,168.0
2011-11-17 08:00:00,4,0,1,3,13.94,15.15,61,19.9995,355.0
2011-11-17 09:00:00,4,0,1,2,13.94,15.15,61,22.0028,198.0
2011-11-17 10:00:00,4,0,1,2,13.94,15.15,61,22.0028,81.0
2011-11-17 11:00:00,4,0,1,3,13.12,15.15,66,22.0028,97.0
2011-11-17 12:00:00,4,0,1,2,13.94,15.15,53,19.9995,121.0
2011-11-17 13:00:00,4,0,1,2,13.94,15.15,49,30.0026,124.0
2011-11-17 14:00:00,4,0,1,2,13.94,15.15,49,26.0027,110.0
2011-11-17 15:00:00,4,0,1,2,13.94,15.15,49,30.0026,116.0
2011-11-17 16:00:00,4,0,1,1,13.12,14.395,39,27.9993,195.0
2011-11-17 17:00:00,4,0,1,1,13.12,14.395,42,26.0027,399.0
2011-11-17 18:00:00,4,0,1,1,13.12,15.91,39,12.998,307.0
2011-11-17 19:00:00,4,0,1,1,12.3,14.395,45,15.0013,217.0
2011-11-17 20:00:00,4,0,1,1,12.3,14.395,42,19.0012,169.0
2011-11-17 21:00:00,4,0,1,1,12.3,14.395,42,16.9979,116.0
2011-11-17 22:00:00,4,0,1,1,10.66,12.12,52,16.9979,84.0
2011-11-17 23:00:00,4,0,1,1,10.66,12.88,52,15.0013,58.0
2011-11-18 00:00:00,4,0,1,1,10.66,12.88,48,11.0014,30.0
2011-11-18 01:00:00,4,0,1,1,10.66,11.365,44,22.0028,10.0
2011-11-18 02:00:00,4,0,1,1,9.84,11.365,44,15.0013,10.0
2011-11-18 03:00:00,4,0,1,1,9.84,10.605,41,19.0012,2.0
2011-11-18 04:00:00,4,0,1,1,9.02,11.365,44,11.0014,5.0
2011-11-18 05:00:00,4,0,1,1,9.02,11.365,44,8.9981,22.0
2011-11-18 06:00:00,4,0,1,1,9.02,12.88,44,6.0032,71.0
2011-11-18 07:00:00,4,0,1,1,9.02,11.365,44,11.0014,216.0
2011-11-18 08:00:00,4,0,1,1,9.02,11.365,44,12.998,375.0
2011-11-18 09:00:00,4,0,1,1,10.66,12.88,41,12.998,213.0
2011-11-18 10:00:00,4,0,1,1,10.66,12.12,41,19.0012,115.0
2011-11-18 11:00:00,4,0,1,1,12.3,15.15,36,8.9981,140.0
2011-11-18 12:00:00,4,0,1,1,13.12,16.665,33,0.0,165.0
2011-11-18 13:00:00,4,0,1,1,13.94,15.91,31,15.0013,177.0
2011-11-18 14:00:00,4,0,1,1,13.94,16.665,31,8.9981,154.0
2011-11-18 15:00:00,4,0,1,1,13.94,16.665,29,8.9981,178.0
2011-11-18 16:00:00,4,0,1,1,13.94,16.665,29,8.9981,209.0
2011-11-18 17:00:00,4,0,1,1,13.12,16.665,31,8.9981,378.0
2011-11-18 18:00:00,4,0,1,1,12.3,15.15,36,11.0014,328.0
2011-11-18 19:00:00,4,0,1,1,11.48,13.635,41,11.0014,190.0
2011-11-18 20:00:00,4,0,1,1,11.48,13.635,48,12.998,137.0
2011-11-18 21:00:00,4,0,1,1,11.48,13.635,48,11.0014,111.0
2011-11-18 22:00:00,4,0,1,1,10.66,13.635,52,7.0015,97.0
2011-11-18 23:00:00,4,0,1,1,10.66,13.635,60,8.9981,59.0
2011-11-19 00:00:00,4,0,0,1,10.66,12.88,56,12.998,53.0
2011-11-19 01:00:00,4,0,0,1,10.66,11.365,52,19.9995,35.0
2011-11-19 02:00:00,4,0,0,1,9.84,12.12,56,11.0014,46.0
2011-11-19 03:00:00,4,0,0,1,10.66,12.12,48,16.9979,15.0
2011-11-19 04:00:00,4,0,0,1,10.66,11.365,48,22.0028,8.0
2011-11-19 05:00:00,4,0,0,1,9.84,11.365,56,16.9979,2.0
2011-11-19 06:00:00,4,0,0,1,9.84,10.605,60,22.0028,12.0
2011-11-19 07:00:00,4,0,0,1,9.84,11.365,60,16.9979,41.0
2011-11-19 08:00:00,4,0,0,1,10.66,12.12,56,16.9979,92.0
2011-11-19 09:00:00,4,0,0,1,11.48,12.88,52,19.9995,142.0
2011-11-19 10:00:00,4,0,0,1,13.12,15.15,45,16.9979,200.0
2011-11-19 11:00:00,4,0,0,1,14.76,18.94,40,0.0,233.0
2011-11-19 12:00:00,4,0,0,1,16.4,20.455,35,19.0012,311.0
2011-11-19 13:00:00,4,0,0,1,17.22,21.21,30,19.0012,363.0
2011-11-19 14:00:00,4,0,0,1,17.22,21.21,32,19.9995,349.0
2011-11-19 15:00:00,4,0,0,1,17.22,21.21,41,12.998,382.0
2011-11-19 16:00:00,4,0,0,1,17.22,21.21,38,19.9995,287.0
2011-11-19 17:00:00,4,0,0,1,16.4,20.455,40,12.998,232.0
2011-11-19 18:00:00,4,0,0,1,15.58,19.695,46,8.9981,208.0
2011-11-19 19:00:00,4,0,0,2,13.94,16.665,71,8.9981,182.0
2011-11-19 20:00:00,4,0,0,2,14.76,18.18,57,7.0015,163.0
2011-11-19 21:00:00,4,0,0,2,14.76,17.425,62,12.998,108.0
2011-11-19 22:00:00,4,0,0,2,15.58,19.695,62,11.0014,106.0
2011-11-19 23:00:00,4,0,0,1,15.58,19.695,62,15.0013,93.0
2011-12-01 00:00:00,4,0,1,1,11.48,12.88,52,22.0028,20.0
2011-12-01 01:00:00,4,0,1,1,10.66,12.12,60,19.0012,10.0
2011-12-01 02:00:00,4,0,1,1,10.66,11.365,56,19.9995,9.0
2011-12-01 03:00:00,4,0,1,1,10.66,12.12,56,16.9979,7.0
2011-12-01 04:00:00,4,0,1,1,10.66,12.12,56,19.0012,1.0
2011-12-01 05:00:00,4,0,1,1,10.66,12.12,56,16.9979,24.0
2011-12-01 06:00:00,4,0,1,1,9.84,10.605,65,19.0012,97.0
2011-12-01 07:00:00,4,0,1,1,9.84,10.605,65,23.9994,276.0
2011-12-01 08:00:00,4,0,1,1,10.66,11.365,60,22.0028,477.0
2011-12-01 09:00:00,4,0,1,1,12.3,13.635,52,22.0028,224.0
2011-12-01 10:00:00,4,0,1,1,13.12,15.15,53,19.9995,93.0
2011-12-01 11:00:00,4,0,1,1,13.94,15.91,49,16.9979,102.0
2011-12-01 12:00:00,4,0,1,1,14.76,17.425,46,15.0013,148.0
2011-12-01 13:00:00,4,0,1,1,16.4,20.455,40,15.0013,154.0
2011-12-01 14:00:00,4,0,1,1,16.4,20.455,40,15.0013,150.0
2011-12-01 15:00:00,4,0,1,1,16.4,20.455,40,15.0013,154.0
2011-12-01 16:00:00,4,0,1,1,16.4,20.455,40,12.998,201.0
2011-12-01 17:00:00,4,0,1,1,14.76,17.425,46,8.9981,418.0
2011-12-01 18:00:00,4,0,1,1,14.76,18.18,43,7.0015,405.0
2011-12-01 19:00:00,4,0,1,1,13.94,17.425,46,7.0015,228.0
2011-12-01 20:00:00,4,0,1,1,13.94,17.425,46,7.0015,190.0
2011-12-01 21:00:00,4,0,1,1,12.3,15.91,61,7.0015,162.0
2011-12-01 22:00:00,4,0,1,1,12.3,16.665,61,0.0,104.0
2011-12-01 23:00:00,4,0,1,1,10.66,14.395,70,6.0032,73.0
2011-12-02 00:00:00,4,0,1,1,10.66,14.395,70,6.0032,38.0
2011-12-02 01:00:00,4,0,1,1,9.84,14.395,75,0.0,15.0
2011-12-02 02:00:00,4,0,1,1,9.84,14.395,75,0.0,10.0
2011-12-02 03:00:00,4,0,1,1,9.02,13.635,80,0.0,1.0
2011-12-02 04:00:00,4,0,1,1,9.02,13.635,80,0.0,3.0
2011-12-02 05:00:00,4,0,1,1,9.02,12.88,80,6.0032,23.0
2011-12-02 06:00:00,4,0,1,1,9.02,13.635,80,0.0,87.0
2011-12-02 07:00:00,4,0,1,1,9.02,12.88,87,6.0032,205.0
2011-12-02 08:00:00,4,0,1,1,9.84,14.395,87,0.0,445.0
2011-12-02 09:00:00,4,0,1,1,11.48,15.91,81,0.0,246.0
2011-12-02 10:00:00,4,0,1,1,12.3,14.395,75,15.0013,105.0
2011-12-02 11:00:00,4,0,1,1,13.94,16.665,66,11.0014,160.0
2011-12-02 12:00:00,4,0,1,1,14.76,17.425,57,8.9981,204.0
2011-12-02 13:00:00,4,0,1,1,16.4,20.455,47,8.9981,207.0
2011-12-02 14:00:00,4,0,1,1,17.22,21.21,44,7.0015,170.0
2011-12-02 15:00:00,4,0,1,1,17.22,21.21,41,6.0032,199.0
2011-12-02 16:00:00,4,0,1,1,17.22,21.21,41,6.0032,276.0
2011-12-02 17:00:00,4,0,1,1,17.22,21.21,38,0.0,411.0
2011-12-02 18:00:00,4,0,1,1,16.4,20.455,50,0.0,372.0
2011-12-02 19:00:00,4,0,1,1,13.94,15.91,53,16.9979,265.0
2011-12-02 20:00:00,4,0,1,1,15.58,19.695,40,19.0012,190.0
2011-12-02 21:00:00,4,0,1,1,13.94,16.665,49,12.998,111.0
2011-12-02 22:00:00,4,0,1,1,13.12,15.91,53,12.998,102.0
2011-12-02 23:00:00,4,0,1,1,13.12,15.15,53,19.0012,95.0
2011-12-03 00:00:00,4,0,0,1,12.3,14.395,56,16.9979,75.0
2011-12-03 01:00:00,4,0,0,1,10.66,12.88,65,12.998,71.0
2011-12-03 02:00:00,4,0,0,1,10.66,12.88,65,11.0014,50.0
2011-12-03 03:00:00,4,0,0,1,9.84,12.12,70,8.9981,9.0
2011-12-03 04:00:00,4,0,0,1,9.02,11.365,75,8.9981,8.0
2011-12-03 05:00:00,4,0,0,1,9.84,12.88,70,6.0032,6.0
2011-12-03 06:00:00,4,0,0,1,9.84,12.88,65,7.0015,11.0
2011-12-03 07:00:00,4,0,0,1,9.02,12.88,75,6.0032,26.0
2011-12-03 08:00:00,4,0,0,1,9.84,12.88,75,6.0032,63.0
2011-12-03 09:00:00,4,0,0,1,10.66,13.635,70,7.0015,124.0
2011-12-03 10:00:00,4,0,0,1,13.12,16.665,61,8.9981,195.0
2011-12-03 11:00:00,4,0,0,1,13.12,16.665,57,6.0032,275.0
2011-12-03 12:00:00,4,0,0,1,14.76,18.94,50,0.0,358.0
2011-12-03 13:00:00,4,0,0,1,14.76,18.18,50,6.0032,292.0
2011-12-03 14:00:00,4,0,0,1,14.76,18.94,46,0.0,343.0
2011-12-03 15:00:00,4,0,0,1,15.58,19.695,46,0.0,337.0
2011-12-03 16:00:00,4,0,0,1,15.58,19.695,46,0.0,305.0
2011-12-03 17:00:00,4,0,0,1,14.76,18.94,62,0.0,232.0
2011-12-03 18:00:00,4,0,0,1,13.94,16.665,53,8.9981,224.0
2011-12-03 19:00:00,4,0,0,1,12.3,15.91,61,6.0032,175.0
2011-12-03 20:00:00,4,0,0,1,12.3,15.91,61,6.0032,127.0
2011-12-03 21:00:00,4,0,0,2,12.3,15.91,61,6.0032,109.0
2011-12-03 22:00:00,4,0,0,2,13.12,16.665,61,6.0032,114.0
2011-12-03 23:00:00,4,0,0,1,12.3,15.15,70,8.9981,85.0
2011-12-04 00:00:00,4,0,0,1,12.3,15.91,70,7.0015,83.0
2011-12-04 01:00:00,4,0,0,1,12.3,15.91,75,6.0032,74.0
2011-12-04 02:00:00,4,0,0,1,10.66,15.15,81,0.0,62.0
2011-12-04 03:00:00,4,0,0,1,11.48,15.91,75,0.0,41.0
2011-12-04 04:00:00,4,0,0,1,10.66,15.15,87,0.0,11.0
2011-12-04 05:00:00,4,0,0,1,10.66,15.15,81,0.0,4.0
2011-12-04 06:00:00,4,0,0,1,9.84,14.395,93,0.0,4.0
2011-12-04 07:00:00,4,0,0,1,10.66,15.15,87,0.0,26.0
2011-12-04 08:00:00,4,0,0,1,10.66,15.15,87,0.0,55.0
2011-12-04 09:00:00,4,0,0,1,12.3,16.665,81,0.0,126.0
2011-12-04 10:00:00,4,0,0,1,13.12,16.665,81,8.9981,216.0
2011-12-04 11:00:00,4,0,0,1,13.94,16.665,81,11.0014,254.0
2011-12-04 12:00:00,4,0,0,1,14.76,17.425,81,11.0014,329.0
2011-12-04 13:00:00,4,0,0,1,16.4,20.455,66,15.0013,357.0
2011-12-04 14:00:00,4,0,0,1,17.22,21.21,62,8.9981,323.0
2011-12-04 15:00:00,4,0,0,1,17.22,21.21,62,12.998,296.0
2011-12-04 16:00:00,4,0,0,1,17.22,21.21,58,15.0013,330.0
2011-12-04 17:00:00,4,0,0,1,15.58,19.695,76,8.9981,245.0
2011-12-04 18:00:00,4,0,0,1,15.58,19.695,71,0.0,171.0
2011-12-04 19:00:00,4,0,0,1,15.58,19.695,76,0.0,173.0
2011-12-04 20:00:00,4,0,0,1,14.76,17.425,76,8.9981,124.0
2011-12-04 21:00:00,4,0,0,1,14.76,18.18,81,7.0015,72.0
2011-12-04 22:00:00,4,0,0,1,13.94,17.425,87,7.0015,64.0
2011-12-04 23:00:00,4,0,0,1,13.94,17.425,87,7.0015,45.0
2011-12-05 00:00:00,4,0,1,1,13.12,16.665,87,6.0032,24.0
2011-12-05 01:00:00,4,0,1,1,13.12,17.425,87,0.0,12.0
2011-12-05 02:00:00,4,0,1,1,13.12,17.425,87,0.0,8.0
2011-12-05 03:00:00,4,0,1,1,13.12,17.425,87,0.0,2.0
2011-12-05 04:00:00,4,0,1,1,12.3,15.91,87,7.0015,7.0
2011-12-05 05:00:00,4,0,1,1,12.3,15.91,87,7.0015,25.0
2011-12-05 06:00:00,4,0,1,1,12.3,15.91,93,6.0032,90.0
2011-12-05 07:00:00,4,0,1,1,13.12,17.425,90,0.0,283.0
2011-12-05 08:00:00,4,0,1,1,13.12,17.425,93,0.0,404.0
2011-12-05 09:00:00,4,0,1,2,14.76,18.18,87,6.0032,190.0
2011-12-05 10:00:00,4,0,1,2,14.76,18.18,87,6.0032,87.0
2011-12-05 11:00:00,4,0,1,2,14.76,18.18,87,6.0032,123.0
2011-12-05 12:00:00,4,0,1,2,16.4,20.455,76,7.0015,154.0
2011-12-05 13:00:00,4,0,1,2,17.22,21.21,71,6.0032,171.0
2011-12-05 14:00:00,4,0,1,2,18.86,22.725,67,0.0,133.0
2011-12-05 15:00:00,4,0,1,2,18.86,22.725,72,6.0032,148.0
2011-12-05 16:00:00,4,0,1,1,20.5,24.24,63,6.0032,248.0
2011-12-05 17:00:00,4,0,1,1,17.22,21.21,77,0.0,446.0
2011-12-05 18:00:00,4,0,1,1,18.04,21.97,77,0.0,399.0
2011-12-05 19:00:00,4,0,1,2,18.86,22.725,77,0.0,308.0
2011-12-05 20:00:00,4,0,1,2,18.86,22.725,82,7.0015,205.0
2011-12-05 21:00:00,4,0,1,2,18.04,21.97,88,6.0032,176.0
2011-12-05 22:00:00,4,0,1,2,18.04,21.97,88,8.9981,106.0
2011-12-05 23:00:00,4,0,1,2,18.86,22.725,88,8.9981,62.0
2011-12-06 00:00:00,4,0,1,2,20.5,24.24,77,19.9995,28.0
2011-12-06 01:00:00,4,0,1,2,18.86,22.725,88,19.9995,16.0
2011-12-06 02:00:00,4,0,1,2,18.86,22.725,87,12.998,3.0
2011-12-06 03:00:00,4,0,1,2,18.86,22.725,87,12.998,3.0
2011-12-06 04:00:00,4,0,1,3,18.86,22.725,88,15.0013,7.0
2011-12-06 05:00:00,4,0,1,3,18.86,22.725,88,15.0013,20.0
2011-12-06 06:00:00,4,0,1,2,18.04,21.97,94,19.0012,86.0
2011-12-06 07:00:00,4,0,1,2,18.86,22.725,94,12.998,234.0
2011-12-06 08:00:00,4,0,1,2,18.86,22.725,94,12.998,414.0
2011-12-06 09:00:00,4,0,1,2,18.86,22.725,94,15.0013,204.0
2011-12-06 10:00:00,4,0,1,3,18.86,22.725,94,19.0012,50.0
2011-12-06 11:00:00,4,0,1,3,18.86,22.725,94,16.9979,32.0
2011-12-06 12:00:00,4,0,1,3,18.86,22.725,100,15.0013,55.0
2011-12-06 13:00:00,4,0,1,3,18.86,22.725,100,12.998,71.0
2011-12-06 14:00:00,4,0,1,3,19.68,23.485,100,15.0013,75.0
2011-12-06 15:00:00,4,0,1,3,20.5,24.24,100,12.998,45.0
2011-12-06 16:00:00,4,0,1,3,18.86,22.725,100,16.9979,88.0
2011-12-06 17:00:00,4,0,1,2,18.86,22.725,100,15.0013,262.0
2011-12-06 18:00:00,4,0,1,2,18.86,22.725,100,19.0012,304.0
2011-12-06 19:00:00,4,0,1,3,18.86,22.725,100,19.9995,233.0
2011-12-06 20:00:00,4,0,1,3,18.86,22.725,100,19.9995,110.0
2011-12-06 21:00:00,4,0,1,2,18.04,21.97,100,12.998,114.0
2011-12-06 22:00:00,4,0,1,3,18.86,22.725,100,11.0014,87.0
2011-12-06 23:00:00,4,0,1,3,18.86,22.725,100,11.0014,53.0
2011-12-07 00:00:00,4,0,1,1,18.04,21.97,100,12.998,33.0
2011-12-07 01:00:00,4,0,1,2,18.86,22.725,100,16.9979,13.0
2011-12-07 02:00:00,4,0,1,3,18.86,22.725,100,15.0013,6.0
2011-12-07 03:00:00,4,0,1,3,18.86,22.725,100,15.0013,3.0
2011-12-07 04:00:00,4,0,1,3,18.86,22.725,100,11.0014,1.0
2011-12-07 05:00:00,4,0,1,3,18.86,22.725,100,11.0014,3.0
2011-12-07 06:00:00,4,0,1,3,19.68,23.485,100,27.9993,18.0
2011-12-07 07:00:00,4,0,1,3,18.04,21.97,100,7.0015,46.0
2011-12-07 08:00:00,4,0,1,3,18.04,21.97,100,0.0,86.0
2011-12-07 09:00:00,4,0,1,3,18.04,21.97,100,16.9979,64.0
2011-12-07 10:00:00,4,0,1,3,18.04,21.97,100,6.0032,33.0
2011-12-07 11:00:00,4,0,1,3,18.04,21.97,100,6.0032,50.0
2011-12-07 12:00:00,4,0,1,3,18.04,21.97,100,8.9981,33.0
2011-12-07 13:00:00,4,0,1,3,18.04,21.97,100,12.998,33.0
2011-12-07 14:00:00,4,0,1,3,18.04,21.97,100,12.998,25.0
2011-12-07 15:00:00,4,0,1,3,17.22,21.21,94,15.0013,30.0
2011-12-07 16:00:00,4,0,1,3,17.22,21.21,94,12.998,31.0
2011-12-07 17:00:00,4,0,1,3,16.4,20.455,100,22.0028,52.0
2011-12-07 18:00:00,4,0,1,3,16.4,20.455,94,19.9995,51.0
2011-12-07 19:00:00,4,0,1,3,13.94,14.395,87,43.0006,33.0
2011-12-07 20:00:00,4,0,1,3,13.94,14.395,87,43.0006,26.0
2011-12-07 21:00:00,4,0,1,3,12.3,12.88,87,35.0008,6.0
2011-12-07 22:00:00,4,0,1,3,9.84,9.85,93,30.0026,13.0
2011-12-07 23:00:00,4,0,1,1,9.84,10.605,93,26.0027,16.0
2011-12-08 00:00:00,4,0,1,2,10.66,11.365,87,19.9995,21.0
2011-12-08 01:00:00,4,0,1,1,10.66,11.365,81,23.9994,7.0
2011-12-08 02:00:00,4,0,1,1,11.48,13.635,65,15.0013,4.0
2011-12-08 03:00:00,4,0,1,1,10.66,11.365,60,19.9995,1.0
2011-12-08 04:00:00,4,0,1,2,9.84,9.85,60,31.0009,2.0
2011-12-08 05:00:00,4,0,1,1,9.02,10.605,64,15.0013,12.0
2011-12-08 06:00:00,4,0,1,1,9.02,10.605,55,19.0012,71.0
2011-12-08 07:00:00,4,0,1,1,9.02,10.605,60,15.0013,244.0
2011-12-08 08:00:00,4,0,1,1,9.02,10.605,55,19.0012,429.0
2011-12-08 09:00:00,4,0,1,1,9.84,10.605,52,26.0027,225.0
